address,all_amenities,description,email,phone,category,hotelclass,latitude,longitude,pricelevel,pricerange,rankingdenominator,name,rankingposition,rankingstring,rating,weburl,website
"02 Kovinna Road In front of St. Anthonies Motor Garage, Katunayake, Negombo 11450 Sri Lanka","Internet, Free Internet, Airport transportation, Wifi, Public Wifi, Free Wifi, Air conditioning, Breakfast Available, Room service, Free parking, Restaurant, Laundry Service, Smoking rooms available, Flatscreen TV, Parking, Housekeeping, Baggage Storage, Bath / Shower, Bottled Water, Cable / Satellite TV, Car Hire, 24-Hour Check-in, Express Check-in / Check-out, Clothes Rack, Currency Exchange, Desk, English, Complimentary Toiletries, 24-Hour Front Desk, Hair Dryer, Iron, Newspaper, 24-Hour Security, Secured Parking, Separate Dining Area, Shared Kitchen, Shared Lounge / TV Area, Sinhala, Special Diet Menus, Tamil, Taxi Service, Wake Up Service / Alarm Clock, not provided",Hotel Thilon Is located 1.8 Km (5-7 min) away from the Colombo international airport (CMB ). We have 12 single and double Bedrooms with en-suite bathrooms which can accommodate up to 20 people. A restaurant also available for in-house guests only. Our property is ideal for your first night after a long flight or last night of your stay in Sri Lanka before your departure.,hotelthilon@gmail.com,+94 77 980 2808,hotel,3.0,7.185515,79.898895,$,"LKR 7,280 - LKR 8,154",2,Hotel Thilon,1,#1 of 2 lodges in Katunayake,4.0,https://www.tripadvisor.com/Hotel_Review-g1500185-d6936714-Reviews-Hotel_Thilon-Katunayake_Negombo_Western_Province.html,https://www.facebook.com/profile.php?id=100063708181976
"269L Araliya Uyana, Hokandara Road, Colombo 10116 Sri Lanka","Pool, Room service, Free parking, Restaurant, Internet, Free Internet, Wifi, Laundry Service, Air conditioning, Bar/Lounge, Public Wifi, Free Wifi, Dry Cleaning, Non-smoking rooms, Concierge, Refrigerator in room, Minibar, Non-smoking hotel, Safe, Private Balcony, Outdoor pool, Arabic, Baggage Storage, Bath / Shower, BBQ Facilities, Bottled Water, Car Hire, Coffee / Tea Maker, Currency Exchange, Desk, English, Evening Entertainment, Complimentary Toiletries, 24-Hour Front Desk, Hair Dryer, Interconnected room(s) available, Iron, Laptop Safe, Newspaper, Telephone, not provided","Operating a 24-hour front desk, Seven Eleven Hotel and Residence offers comfortable accommodation set within tranquil greenery. It features an outdoor pool and provides free Wi-Fi access throughout the property. Fitted with tiled flooring, air-conditioned rooms are equipped with a personal safe, an electric kettle, minibar and a flat-screen TV with satellite channels. The en suite bathroom comes with a hairdryer, shower and free toiletries. At Seven Eleven Hotel and Residence, guests can approach the friendly staff to request for luggage storage, currency exchange and airport transfer services. Car rental and sightseeing arrangements can also be made at the tour desk. Housing a restaurant, guests can enjoy a tasty selection of Sri Lankan, Western and Chinese dishes on site. Barbecue facilities are available, while room service options can be provided. A variety of drinks is also offered at the bar. The property is 4 km to The Royal Colombo Golf Club and Battaramulla Diyatha Uyana Walking Path. Colombo National Museum and Nugegoda Railway Station can be reached within 17 km, while Bandaranaike International Airport is 23 km away.",sevenelevenhotel@gmail.com,+94 11 2 171188,hotel,3.0,6.87951,79.94153,$,"LKR 9,901 - LKR 12,231",67,Grand 7 Hotel Thalawathugoda,18,#18 of 67 small hotels in Colombo,4.5,https://www.tripadvisor.com/Hotel_Review-g293962-d4247580-Reviews-Grand_7_Hotel_Thalawathugoda-Colombo_Western_Province.html,no website
"61/6 Ward Place, Colombo 00700 Sri Lanka","Free Wifi, Seating Area, Internet, Room service, Free parking, Wifi, Breakfast included, Air conditioning, Adults Only, Complimentary Welcome Drink, Free Wifi in the Business Center, Secured Parking, not provided","Designed in 1986, this is a remarkable house designed by Geoffrey Bawa for his friends, a family of musicians including acclaimed Sri Lankan pianist Druvi de Saram, is structured as a series of connected pavilions alongside two courtyards. At the heart of the house is a music room, and it is furnished with the de Saram's extraordinary collection of art, making the house a very special placing for the melding of art forms – architecture, music and painting. Operated by the Bawa Trust, guests may stay at the house to experience first-hand life in a Bawa home and its magical light.",laki@gbtrust.net,+94 77 732 3978,hotel,0.0,6.91632,79.86957,$$,"LKR 30,868 - LKR 47,758",51,De Saram House by Geoffrey Bawa,12,#12 of 51 guest houses in Colombo,5.0,https://www.tripadvisor.com/Hotel_Review-g293962-d20871041-Reviews-De_Saram_House_by_Geoffrey_Bawa-Colombo_Western_Province.html,https://geoffreybawa.com/number-11
"No. 6-A 10th Ln, Colombo 00300 Sri Lanka","Internet, Room service, Free Internet, Restaurant, Airport transportation, Wifi, Free Wifi, not provided","GiGi - Colombo (Hotel) (Sri Lanka)is located in Colombo, 1 miles from U.S. Embassy and 1.9 miles from Asiri Surgical Hospital.​ ... Khan Clock Tower is 2.6 miles from GiGi - Colombo, while R Premadasa Stadium is 3.1 miles away The Gigi Colombo is the right choice for visitors who are searching for a combination of charm, peace and quiet, and a convenient position from which to explore Colombo.",no email,+94 75 010 0201,hotel,3.0,6.89897,79.85244,$,"LKR 10,192 - LKR 18,928",93,GiGi Colombo,63,#63 of 93 hotels in Colombo,4.0,https://www.tripadvisor.com/Hotel_Review-g293962-d19080655-Reviews-GiGi_Colombo-Colombo_Western_Province.html,no website
"491/4 4th Lane, Kalapaluwawa Road Southern Place-Ruwan Pura, Colombo 01100 Sri Lanka","Public Wifi, Family Rooms, Internet, Kids Activities, Shuttle Bus Service, Free parking, Restaurant, Wifi, Free Wifi, Dry Cleaning, Laundry Service, Concierge, Minibar, Babysitting, Safe, Parking, Arabic, Baggage Storage, Bath / Shower, Bathrobes, BBQ Facilities, Bicycle Rental, Bottled Water, Breakfast in the Room, Car Hire, Express Check-in / Check-out, Coffee Shop, Coffee / Tea Maker, Desk, English, 24-Hour Front Desk, Hair Dryer, Hindi, Iron, Newspaper, Shared Kitchen, Valet Parking, not provided","Natures Treat Bungalow is an excellent choice for travelers visiting Colombo, offering a romantic environment alongside many helpful amenities designed to enhance your stay.
You’ll enjoy relaxing rooms that offer a minibar and a desk, and you can stay connected during your stay as Natures Treat Bungalow offers guests free wifi.
The small hotel features a 24 hour front desk, a concierge, and baggage storage. Plus, Natures Treat Bungalow offers an on-site restaurant, providing a pleasant respite from your busy day. For guests with a vehicle, free parking is available.
While staying at Natures Treat Bungalow, visitors can check out Kelaniya Raja Maha Vihara (2.6 mi) and N.M. Perera Statue (2.8 mi), some of Colombo's top attractions.
Travelers looking for Mediterranean restaurants can head to August by Mama Aida's.
Plus, during your trip, don’t forget to check out some of the popular historic sites, such as Colombo Fort, Wolvendaal Church, and Bandaranaike Memorial International Conference Hall.
Enjoy your stay in Colombo!
",E-naturestreatcolombo@gmail.com,+94 11 2 589259,hotel,3.0,6.914028,79.920616,no price level,No price mentioned,67,Natures Treat Bungalow,23,#23 of 67 small hotels in Colombo,4.5,https://www.tripadvisor.com/Hotel_Review-g293962-d6731071-Reviews-Natures_Treat_Bungalow-Colombo_Western_Province.html,http://www.srilankahomeholidays.com/
"42/3, Dr. Lester James Pieris Road Colombo - 5, Colombo Sri Lanka","Internet, Free Internet, Restaurant, Wifi, Breakfast included, Room service, Airport transportation, Free Wifi, Air conditioning, not provided","Hotel & Café Hotel: Seven rooms, each uniquely accented with the Sri Lankan artistry intricately transforming the house into a hotel, whilst still retaining the individuality & personality of the original + Café: A courtyard café, the heart of Nivasa, where we welcome both residents and non-residents to enjoy our well thought out menu of local produce and delicious food in our open air café.",nivasacolombo@gmail.com,+94 76 110 7005,hotel,0.0,6.8871,79.86272,$,"LKR 14,560",51,Nivasa,10,#10 of 51 guest houses in Colombo,4.5,https://www.tripadvisor.com/Hotel_Review-g293962-d19398974-Reviews-Nivasa-Colombo_Western_Province.html,https://www.facebook.com/Nivasa-105366327518278/
"27/16 Rosmead Place Rosmead Place, Colombo 00700 Sri Lanka","Room service, Free Wifi, Air conditioning, Bath / Shower, Bottled Water, Restaurant, Airport transportation, Non-smoking rooms, not provided",no description,reservations@rosmeadplacecolombo7.com,+94 77 043 4562,hotel,0.0,6.91463,79.8699,no price level,No price mentioned,6,Rosmead Place by Thilanka,2,#2 of 6 special hotels in Colombo,4.5,https://www.tripadvisor.com/Hotel_Review-g293962-d21286680-Reviews-Rosmead_Place_by_Thilanka-Colombo_Western_Province.html,https://www.facebook.com/rosmeadbythilanka/
"39 Madapatha Road, Piliyandala 10300 Sri Lanka",not provided,no description,no email,no phone,hotel,0.0,6.796402,79.92706,$,"LKR 10,483 - LKR 11,648",1,Temple Pond Villa Colombo,1,#1 of 1 B&B in Piliyandala,4.0,https://www.tripadvisor.com/Hotel_Review-g5496152-d17601622-Reviews-Temple_Pond_Villa_Colombo-Piliyandala_Western_Province.html,no website
"21A Flower Road, Colombo 00700 Sri Lanka","Internet, Room service, Free Internet, Restaurant, Bar/Lounge, Kids Activities, Airport transportation, Free Wifi, Non-smoking rooms, Laundry Service, Air conditioning, Non-smoking hotel, Housekeeping, Baggage Storage, BBQ Facilities, Free Private Parking Nearby, 24-Hour Front Desk, not provided","Finding an ideal romantic boutique hotel in Colombo does not have to be difficult. Welcome to Le Papillon, a nice option for travelers like you.
The rooms offer air conditioning, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease.
Le Papillon features a 24 hour front desk and baggage storage. In addition, as a valued Le Papillon guest, you can enjoy a lounge that is available on-site. Guests arriving by vehicle have access to free private parking available nearby.
For those interested in checking out popular landmarks while visiting Colombo, Le Papillon is located a short distance from Seema Malakaya Temple (0.6 mi) and Independence Square (0.8 mi).
When you’re feeling hungry, be sure to check out Ministry of Crab, The Lagoon, and Curry Leaf, which are some seafood restaurants that are popular with locals and out-of-towners alike.
If you’re looking for something to do, Gangaramaya (Vihara) Buddhist Temple (0.5 mi), Galle Face Green (1.2 mi), and Colombo National Museum (0.2 mi) are a nice way to spend some time, and they are all within walking distance of Le Papillon.
Le Papillon puts the best of Colombo at your fingertips, making your stay both relaxing and enjoyable.
",lepapillincolombo@gmail.com,+94 77 202 0212,hotel,2.0,6.910261,79.857155,$$,"LKR 44,263 - LKR 44,846",5,Le Papillon,3,#3 of 5 boutique hotels in Colombo,4.5,https://www.tripadvisor.com/Hotel_Review-g293962-d13495593-Reviews-Le_Papillon-Colombo_Western_Province.html,https://www.facebook.com/L%C3%A9-Papillon-Colombo7-Sri-Lanka-1706945526011642/
"206/7 Kamathawatta Road, Colombo 00100 Sri Lanka","Free parking, not provided",This is a home-stay business where guests can experience the warm hospitality of a true Sri Lankan home. The home-stay is registered with the Tourist Board and the owners/staff have a long time experience looking after guests. Continental breakfast is served on request. Home-made meals (local cuisine) can be prepared if desired and guests can relax in our lovely garden. Transport to Colombo and surroundings can be organized anytime upon request.,kdias47@yahoo.com.au,+94 77 707 9657,hotel,0.0,no latitude,no longitude,no price level,No price mentioned,51,River View Inn,34,#34 of 51 guest houses in Colombo,4.0,https://www.tripadvisor.com/Hotel_Review-g293962-d2518161-Reviews-River_View_Inn-Colombo_Western_Province.html,no website
"55 Lionel Edirisinghe Mawatha Kirrulapone, Colombo 00600 Sri Lanka","Internet, Suites, Free Internet, Free parking, Wifi, Free Wifi, Air conditioning, Kids Activities, Non-smoking rooms, Laundry Service, Concierge, Refrigerator in room, Non-smoking hotel, Flatscreen TV, Housekeeping, Baggage Storage, Bath / Shower, Books, DVDs, Music for Children, Breakfast in the Room, Bridal Suite, Car Hire, Clothes Rack, Desk, English, Complimentary Toiletries, 24-Hour Front Desk, Hair Dryer, Hindi, Iron, Ironing Service, Massage, Newspaper, Outdoor Furniture, Private Check-in / Check-out, Secured Parking, Shared Kitchen, Shared Lounge / TV Area, Shoeshine, Special Diet Menus, Sun Terrace, Wake Up Service / Alarm Clock, not provided","Located in Colombo, 55TG Boutique Suites offers a garden, terrace and shared lounge. This 4-star guest house offers a 24-hour front desk and a shared kitchen. The accommodation features a concierge service, and buying tickets for guests. The units in the guest house are fitted with a kettle. Complete with a private bathroom equipped with a bidet, guest rooms at 55TG Boutique Suites have a flat-screen TV and air conditioning, and selected rooms have a seating area. The rooms have a desk. Guests at the accommodation can enjoy a continental breakfast. U.S. Embassy is 7 km from 55TG Boutique Suites, while R Premadasa Stadium is 8 km away. The nearest airport is Bandaranaike International Airport, 37 km from the guest house. This property is also rated for the best value in Colombo! Guests are getting more for their money when compared to other properties in this city.",no email,+94 77 780 4488,hotel,0.0,6.880351,79.878555,$$,"LKR 33,197 - LKR 37,857",67,55TG's Boutique Suites,11,#11 of 67 small hotels in Colombo,4.5,https://www.tripadvisor.com/Hotel_Review-g293962-d12713722-Reviews-55TG_s_Boutique_Suites-Colombo_Western_Province.html,no website
